smiles,LogS,LogD,LogP,Pgp-inh,Pgp-sub,HIA,F(20%),F(30%),Caco-2,MDCK,BBB,PPB,VDss,Fu,CYP1A2-inh,CYP1A2-sub,CYP2C19-inh,CYP2C19-sub,CYP2C9-inh,CYP2C9-sub,CYP2D6-inh,CYP2D6-sub,CYP3A4-inh,CYP3A4-sub,CL,T12,hERG,H-HT,DILI,Ames,ROA,FDAMDD,SkinSen,Carcinogenicity,EC,EI,Respiratory,BCF,IGC50,LC50,LC50DM,NR-AR,NR-AR-LBD,NR-AhR,NR-Aromatase,NR-ER,NR-ER-LBD,NR-PPAR-gamma,SR-ARE,SR-ATAD5,SR-HSE,SR-MMP,SR-p53,MW,Vol,Dense,nHA,nHD,TPSA,nRot,nRing,MaxRing,nHet,fChar,nRig,Flex,nStereo,NonBiodegradable,NonGenotoxic_Carcinogenicity,SureChEMBL,LD50_oral,Skin_Sensitization,Acute_Aquatic_Toxicity,Toxicophores,Genotoxic_Carcinogenicity_Mutagenicity,QED,Synth,Fsp3,MCE-18,Natural Product-likeness,Alarm_NMR,BMS,Chelating,PAINS,Lipinski,Pfizer,GSK,GoldenTriangle,toxicity_score
CC12CCC(CC1=O)C2(C)C,-2.294,2.179,2.324,0.004,0.0,0.006,0.007,0.02,-4.582,2.2158703359309584e-05,0.832,79.21539306640625%,0.842,37.82670211791992%,0.078,0.76,0.286,0.94,0.117,0.841,0.005,0.629,0.048,0.397,13.808,0.701,0.005,0.218,0.041,0.025,0.189,0.107,0.051,0.425,0.969,0.981,0.926,0.498,2.555,2.729,3.731,0.037,0.009,0.009,0.032,0.113,0.039,0.024,0.027,0.008,0.015,0.062,0.005,152.12,170.557,0.892,1,0,17.07,0,2,6,1,0,9,0.0,2,1,0,0,0,1,1,0,0,0.521,4.12,0.9,36.842,2.073,0,0,0,0,Accepted,Accepted,Accepted,Rejected,2
CC1=CCC(O)(C(C)C)CC1,-2.371,2.017,3.06,0.001,0.002,0.004,0.547,0.093,-4.217,2.009531635849271e-05,0.931,85.34235382080078%,1.335,18.452600479125977%,0.274,0.258,0.112,0.846,0.058,0.704,0.025,0.278,0.04,0.261,14.345,0.447,0.017,0.109,0.05,0.007,0.025,0.025,0.456,0.688,0.109,0.966,0.024,1.213,2.297,2.492,4.493,0.037,0.003,0.01,0.009,0.076,0.011,0.004,0.03,0.004,0.076,0.077,0.014,154.14,179.114,0.861,1,1,20.23,1,1,6,1,0,6,0.167,1,0,0,0,0,0,1,0,0,0.575,3.665,0.8,19.556,2.998,0,0,0,0,Accepted,Rejected,Accepted,Rejected,0
CC1(C)C2CC=C(CO)C1C2,-2.638,2.871,2.554,0.0,0.0,0.004,0.894,0.949,-4.254,2.8249558454263024e-05,0.986,51.88144302368164%,1.161,45.46054458618164%,0.126,0.12,0.032,0.657,0.042,0.658,0.006,0.593,0.021,0.211,10.32,0.359,0.004,0.084,0.242,0.004,0.025,0.726,0.436,0.339,0.904,0.988,0.949,1.585,3.97,4.99,5.063,0.009,0.003,0.005,0.007,0.143,0.105,0.006,0.026,0.003,0.024,0.117,0.004,152.12,170.557,0.892,1,1,20.23,1,2,0,1,0,8,0.125,2,0,0,0,0,1,0,0,1,0.569,4.435,0.8,30.667,2.716,0,0,0,0,Accepted,Accepted,Accepted,Rejected,3
CC1=C2CC(C(=O)C1)C2(C)C,-2.433,1.49,2.429,0.095,0.002,0.004,0.708,0.004,-4.574,2.988993037433829e-05,0.963,69.01876831054688%,1.595,26.5189266204834%,0.085,0.287,0.183,0.835,0.066,0.786,0.006,0.636,0.019,0.279,13.717,0.544,0.004,0.128,0.377,0.015,0.389,0.207,0.591,0.622,0.975,0.977,0.961,0.553,3.166,3.989,4.187,0.023,0.005,0.029,0.01,0.178,0.299,0.553,0.021,0.005,0.023,0.028,0.006,150.1,167.921,0.894,1,0,17.07,0,2,0,1,0,9,0.0,1,1,0,0,0,1,1,0,0,0.484,4.651,0.7,32.118,1.934,0,0,0,0,Accepted,Accepted,Accepted,Rejected,2
C=C(C)C1C=CC(C)C(=O)C1,-1.916,1.211,2.136,0.0,0.002,0.005,0.02,0.003,-4.366,2.787098310363945e-05,0.99,52.9626579284668%,0.84,39.348114013671875%,0.126,0.816,0.051,0.824,0.022,0.211,0.013,0.734,0.1,0.291,13.606,0.766,0.005,0.046,0.455,0.029,0.061,0.032,0.041,0.432,0.832,0.912,0.694,0.698,2.636,3.777,4.41,0.004,0.003,0.033,0.005,0.115,0.014,0.003,0.032,0.009,0.013,0.032,0.005,150.1,173.841,0.863,1,0,17.07,1,1,6,1,0,8,0.125,2,1,0,0,0,1,1,0,0,0.524,4.094,0.5,16.8,2.672,0,0,0,0,Accepted,Accepted,Accepted,Rejected,1
C=CC1(C)CCC(C(=C)C)CC1C(=C)C,-4.949,4.377,4.79,0.224,0.0,0.003,0.743,0.011,-4.485,1.8180802726419643e-05,0.216,85.36225128173828%,2.128,6.96405029296875%,0.202,0.764,0.268,0.936,0.199,0.701,0.104,0.914,0.797,0.379,6.199,0.063,0.027,0.123,0.013,0.007,0.022,0.718,0.052,0.146,0.748,0.968,0.39,3.165,3.963,4.793,6.652,0.016,0.003,0.003,0.015,0.091,0.618,0.005,0.045,0.006,0.29,0.421,0.008,204.19,251.53,0.812,0,0,0.0,3,1,6,0,0,9,0.333,3,0,0,0,0,0,1,1,0,0.582,4.188,0.6,25.0,2.864,0,0,0,0,Accepted,Rejected,Rejected,Accepted,2
C=C1CCC=C(C)CCC2C1CC2(C)C,-6.163,4.682,5.906,0.423,0.0,0.003,0.885,0.156,-4.517,1.4713710697833449e-05,0.832,95.28889465332031%,4.138,3.3572583198547363%,0.372,0.515,0.371,0.858,0.332,0.891,0.021,0.863,0.133,0.244,9.943,0.048,0.019,0.26,0.13,0.012,0.049,0.634,0.203,0.357,0.031,0.769,0.059,3.129,4.024,4.957,6.196,0.027,0.004,0.004,0.011,0.101,0.347,0.004,0.041,0.004,0.187,0.233,0.005,204.19,245.61,0.831,0,0,0.0,0,2,11,0,0,13,0.0,2,0,0,0,0,0,1,0,0,0.501,4.172,0.733,34.0,3.432,0,0,0,0,Accepted,Rejected,Rejected,Accepted,0
C=C1CCCC(C)(C)C12CC=C(C)CC2,-5.608,4.359,5.511,0.653,0.0,0.002,0.924,0.473,-4.501,1.1677372640406247e-05,0.236,94.15992736816406%,3.43,5.839722633361816%,0.566,0.636,0.605,0.929,0.411,0.894,0.024,0.683,0.333,0.215,9.268,0.058,0.022,0.554,0.03,0.011,0.1,0.101,0.05,0.849,0.328,0.96,0.954,2.76,3.201,3.531,5.361,0.081,0.008,0.008,0.252,0.082,0.047,0.028,0.074,0.003,0.087,0.121,0.004,204.19,245.61,0.831,0,0,0.0,0,2,6,0,0,13,0.0,1,0,0,0,0,0,1,0,0,0.494,4.246,0.733,50.615,3.276,0,0,0,0,Accepted,Rejected,Rejected,Accepted,2
C=C(C)C1CCC2(C)CCCC(=C)C2C1,-5.063,4.278,4.893,0.04,0.0,0.002,0.748,0.012,-4.536,1.293116292799823e-05,0.908,83.10553741455078%,1.667,9.485309600830078%,0.32,0.773,0.241,0.887,0.264,0.587,0.037,0.906,0.316,0.324,8.825,0.064,0.024,0.234,0.048,0.016,0.036,0.823,0.067,0.212,0.188,0.926,0.652,3.13,4.524,5.295,6.421,0.026,0.004,0.003,0.032,0.083,0.263,0.008,0.039,0.004,0.2,0.228,0.006,204.19,245.61,0.831,0,0,0.0,1,2,10,0,0,13,0.077,3,0,0,0,0,0,1,0,0,0.542,3.934,0.733,35.0,2.931,0,0,0,0,Accepted,Rejected,Rejected,Accepted,1
CC1=CCC(=C(C)C)CCC(C)=CCC1,-5.232,4.521,6.507,0.972,0.002,0.003,0.99,0.977,-4.528,1.2973385310033336e-05,0.116,92.23780059814453%,7.586,4.651257038116455%,0.912,0.164,0.48,0.298,0.725,0.911,0.043,0.131,0.176,0.179,14.424,0.143,0.029,0.46,0.146,0.002,0.006,0.039,0.918,0.853,0.121,0.938,0.008,2.892,2.963,4.378,5.782,0.03,0.003,0.03,0.01,0.482,0.425,0.007,0.036,0.004,0.25,0.128,0.008,204.19,251.53,0.812,0,0,0.0,0,1,10,0,0,11,0.0,0,0,0,0,0,0,1,0,0,0.477,3.616,0.6,9.917,2.366,0,0,0,0,Accepted,Rejected,Rejected,Accepted,2
C=C1CCC2OC2(C)CCC2C1CC2(C)C,-5.153,4.143,4.474,0.034,0.0,0.003,0.048,0.011,-4.679,1.7894002667162567e-05,0.745,86.24142456054688%,1.469,11.125984191894531%,0.107,0.309,0.11,0.933,0.215,0.452,0.013,0.89,0.047,0.361,15.503,0.083,0.019,0.201,0.225,0.055,0.093,0.591,0.533,0.112,0.009,0.383,0.812,3.207,4.373,4.951,5.791,0.024,0.007,0.001,0.017,0.15,0.437,0.008,0.036,0.004,0.019,0.195,0.043,220.18,248.481,0.886,1,0,12.53,0,3,12,1,0,15,0.0,4,2,1,2,0,2,2,1,5,0.445,4.59,0.867,51.571,3.678,0,0,0,0,Accepted,Rejected,Rejected,Accepted,1
C=CC1(C)Cc2occ(C)c2C(=O)C1=C(C)C,-4.742,4.047,3.526,0.612,0.017,0.006,0.008,0.002,-4.662,2.3567576135974377e-05,0.009,95.17234802246094%,1.761,4.699531078338623%,0.958,0.782,0.837,0.75,0.637,0.19,0.91,0.281,0.901,0.486,6.003,0.252,0.014,0.265,0.252,0.058,0.626,0.105,0.169,0.916,0.005,0.022,0.98,1.377,4.61,5.188,4.525,0.009,0.006,0.735,0.775,0.288,0.196,0.011,0.346,0.022,0.047,0.235,0.707,230.13,255.281,0.901,2,0,30.21,1,2,9,2,0,13,0.077,1,0,0,0,0,2,2,3,1,0.541,4.158,0.4,47.857,2.068,1,0,0,0,Accepted,Rejected,Accepted,Accepted,5
CC1=CC(=O)c2c(C)coc2CC(C)=CCC1,-4.488,3.281,3.685,0.824,0.007,0.009,0.49,0.008,-4.639,2.3448665160685778e-05,0.022,95.30457305908203%,3.308,2.590940237045288%,0.954,0.715,0.926,0.438,0.82,0.64,0.746,0.752,0.709,0.216,9.158,0.515,0.017,0.624,0.525,0.026,0.252,0.589,0.791,0.89,0.019,0.078,0.977,1.344,4.682,6.241,5.962,0.016,0.039,0.17,0.391,0.132,0.065,0.312,0.343,0.007,0.248,0.15,0.641,230.13,255.281,0.901,2,0,30.21,0,2,13,2,0,15,0.0,0,0,1,0,0,1,2,2,1,0.63,3.76,0.4,27.429,2.588,1,0,0,0,Accepted,Rejected,Accepted,Accepted,3
CC1=CC2C(C(C)C)CCC(C)(O)C2CC1,-4.037,3.75,4.327,0.003,0.001,0.005,0.22,0.583,-4.368,1.5672712834202684e-05,0.674,96.718505859375%,2.281,3.223517894744873%,0.228,0.541,0.15,0.928,0.343,0.52,0.009,0.232,0.124,0.58,14.246,0.118,0.026,0.315,0.206,0.015,0.16,0.041,0.057,0.058,0.004,0.061,0.169,2.159,2.924,3.398,4.648,0.002,0.003,0.003,0.004,0.328,0.658,0.002,0.025,0.002,0.133,0.546,0.003,222.2,257.037,0.864,1,1,20.23,1,2,10,1,0,11,0.091,4,0,0,0,0,0,1,0,0,0.669,4.02,0.867,36.0,3.136,0,0,0,0,Accepted,Rejected,Rejected,Accepted,0
CC1=CCc2c(C)coc2CC(C)=CCC1,-4.965,4.39,5.689,0.957,0.002,0.004,0.991,0.993,-4.606,1.951397098309826e-05,0.168,96.41165924072266%,5.401,4.135708808898926%,0.847,0.318,0.798,0.127,0.646,0.743,0.13,0.805,0.529,0.2,13.047,0.32,0.016,0.726,0.739,0.011,0.28,0.047,0.403,0.904,0.003,0.029,0.162,2.347,2.56,4.277,5.511,0.144,0.005,0.022,0.093,0.119,0.26,0.236,0.116,0.005,0.163,0.363,0.01,216.15,249.128,0.868,1,0,13.14,0,2,13,1,0,14,0.0,0,0,0,0,0,0,0,1,0,0.587,3.791,0.467,26.0,2.631,0,0,0,0,Accepted,Rejected,Rejected,Accepted,2
CC1=CCC(=C(C)C)C(=O)C=C(C)CCC1,-4.128,3.4,4.001,0.915,0.013,0.007,0.881,0.055,-4.56,1.5707011698395945e-05,0.036,92.39136505126953%,3.41,4.8585429191589355%,0.973,0.901,0.878,0.844,0.769,0.773,0.93,0.337,0.256,0.337,6.481,0.779,0.015,0.541,0.263,0.014,0.212,0.873,0.947,0.862,0.396,0.769,0.969,1.391,3.594,5.046,4.62,0.03,0.009,0.473,0.018,0.078,0.021,0.007,0.122,0.004,0.291,0.029,0.152,218.17,257.684,0.847,1,0,17.07,0,1,10,1,0,12,0.0,0,1,1,0,0,3,2,1,1,0.436,3.66,0.533,10.783,1.921,1,0,0,0,Accepted,Rejected,Rejected,Accepted,4
CC1=CC2(O)OC3(CC2=C(C)C)C(C)CCC13,-4.578,4.002,3.511,0.009,0.076,0.013,0.137,0.123,-4.567,1.4914437088009436e-05,0.873,94.1021499633789%,1.885,3.632941484451294%,0.165,0.747,0.222,0.919,0.147,0.058,0.009,0.419,0.271,0.794,14.085,0.137,0.011,0.713,0.045,0.015,0.081,0.277,0.102,0.891,0.003,0.181,0.789,2.09,3.093,5.219,5.307,0.021,0.005,0.009,0.76,0.117,0.486,0.012,0.231,0.009,0.597,0.643,0.81,234.16,254.634,0.92,2,1,29.46,0,3,10,2,0,14,0.0,4,1,0,0,0,1,0,0,0,0.652,6.025,0.733,70.769,3.272,0,0,0,0,Accepted,Rejected,Accepted,Accepted,5
CC1=CC(=O)C(=C(C)C)CC2OC2(C)CCC1,-3.19,2.38,2.818,0.846,0.005,0.009,0.81,0.375,-4.609,1.7808839402277954e-05,0.048,89.86767578125%,2.206,7.7517547607421875%,0.684,0.765,0.613,0.908,0.284,0.16,0.525,0.4,0.263,0.642,12.784,0.791,0.024,0.243,0.313,0.024,0.23,0.831,0.938,0.77,0.181,0.577,0.974,1.433,3.992,5.348,4.513,0.019,0.033,0.08,0.036,0.105,0.04,0.021,0.059,0.005,0.196,0.025,0.625,234.16,260.554,0.899,2,0,29.6,0,2,11,2,0,14,0.0,2,3,2,2,0,5,4,2,6,0.473,4.476,0.667,34.72,2.893,1,0,0,0,Accepted,Accepted,Accepted,Accepted,4
CC(C)=C1CC(=O)C(C)C=CCC(C)CC1=O,-2.865,2.045,2.965,0.098,0.008,0.012,0.003,0.001,-4.527,2.149794636352453e-05,0.979,85.30233764648438%,0.638,18.063854217529297%,0.182,0.334,0.351,0.823,0.104,0.182,0.032,0.218,0.194,0.412,14.114,0.87,0.003,0.078,0.546,0.157,0.731,0.064,0.853,0.818,0.98,0.955,0.968,0.56,3.371,4.712,4.078,0.01,0.006,0.028,0.005,0.105,0.079,0.072,0.086,0.007,0.35,0.061,0.165,234.16,266.474,0.879,2,0,34.14,0,1,10,2,0,13,0.0,2,1,0,0,0,5,3,1,1,0.475,4.496,0.6,21.75,1.958,1,0,0,0,Accepted,Accepted,Accepted,Accepted,5
C=C(C)C1CCC(C)C12CC(=C(C)C)C(=O)O2,-4.551,3.787,3.78,0.041,0.061,0.007,0.255,0.045,-4.572,2.171613050450105e-05,0.559,79.1976547241211%,1.804,22.50899887084961%,0.534,0.684,0.707,0.889,0.267,0.291,0.142,0.673,0.436,0.376,15.052,0.151,0.034,0.355,0.275,0.024,0.183,0.73,0.406,0.129,0.016,0.087,0.954,1.327,3.696,4.79,5.805,0.059,0.006,0.01,0.026,0.081,0.587,0.007,0.098,0.013,0.266,0.056,0.716,234.16,260.554,0.899,2,0,26.3,1,2,5,2,0,13,0.077,3,0,0,0,0,3,4,1,1,0.393,4.809,0.667,52.2,2.847,2,0,0,0,Accepted,Rejected,Accepted,Accepted,3
CC(C)=C1CC2C(=C(C)CC1=O)CCC2(C)O,-3.509,2.236,2.796,0.026,0.023,0.012,0.725,0.003,-4.597,1.765098568284884e-05,0.679,82.37491607666016%,1.36,16.47881507873535%,0.055,0.167,0.186,0.859,0.049,0.143,0.029,0.224,0.063,0.461,14.348,0.517,0.01,0.056,0.148,0.027,0.891,0.114,0.351,0.84,0.062,0.224,0.963,0.524,3.414,4.319,3.942,0.032,0.006,0.01,0.012,0.141,0.017,0.022,0.111,0.006,0.384,0.071,0.102,234.16,260.554,0.899,2,1,37.3,0,2,10,2,0,13,0.0,2,1,0,0,0,4,3,1,1,0.516,4.33,0.667,37.2,2.798,1,0,0,0,Accepted,Accepted,Accepted,Accepted,3
CC(C)=C1CC2C(=C(C)CC1=O)CCC2(C)O,-3.509,2.236,2.796,0.026,0.023,0.012,0.725,0.003,-4.597,1.7650945665081963e-05,0.679,82.37490844726562%,1.36,16.47881507873535%,0.055,0.167,0.186,0.859,0.049,0.143,0.029,0.224,0.063,0.461,14.348,0.517,0.01,0.056,0.148,0.027,0.891,0.114,0.351,0.84,0.062,0.224,0.963,0.524,3.414,4.319,3.942,0.032,0.006,0.01,0.012,0.141,0.017,0.022,0.111,0.006,0.384,0.071,0.102,234.16,260.554,0.899,2,1,37.3,0,2,10,2,0,13,0.0,2,1,0,0,0,4,3,1,1,0.516,4.33,0.667,37.2,2.798,1,0,0,0,Accepted,Accepted,Accepted,Accepted,3
CC1=CCCC2(C)OC2CC(C)(C)C=CC1=O,-4.13,3.567,3.677,0.962,0.0,0.005,0.013,0.003,-4.605,1.9042423446080647e-05,0.161,88.81957244873047%,2.349,11.234635353088379%,0.193,0.519,0.388,0.884,0.174,0.453,0.685,0.417,0.3,0.279,11.919,0.366,0.032,0.581,0.038,0.028,0.073,0.797,0.967,0.793,0.57,0.963,0.969,2.27,4.381,5.24,5.443,0.026,0.027,0.006,0.223,0.154,0.341,0.057,0.409,0.013,0.076,0.42,0.516,234.16,260.554,0.899,2,0,29.6,0,2,12,2,0,14,0.0,2,3,2,2,0,4,4,2,6,0.601,4.444,0.667,37.2,3.145,1,0,0,0,Accepted,Rejected,Accepted,Accepted,4
CC1=CC2C(=C(C)C)C(=O)C=C(C)C2CC1,-3.925,3.355,3.691,0.984,0.011,0.013,0.179,0.009,-4.536,1.852832247095648e-05,0.043,97.09049224853516%,3.499,2.6590089797973633%,0.893,0.935,0.905,0.927,0.743,0.157,0.469,0.192,0.422,0.657,4.088,0.196,0.014,0.439,0.501,0.028,0.325,0.937,0.795,0.661,0.023,0.304,0.972,2.02,4.417,6.13,6.022,0.011,0.022,0.852,0.051,0.063,0.085,0.013,0.401,0.006,0.872,0.604,0.852,216.15,249.128,0.868,1,0,17.07,0,2,10,1,0,13,0.0,2,1,1,0,0,3,2,1,1,0.444,3.993,0.533,30.522,2.192,1,0,0,0,Accepted,Rejected,Accepted,Accepted,6
CC1=CCCC2(C)OC2C(=O)c2c(C)coc2C1,-4.664,3.167,3.533,0.034,0.003,0.006,0.299,0.057,-4.606,2.3113634597393684e-05,0.033,93.96883392333984%,3.318,4.66145133972168%,0.419,0.519,0.559,0.624,0.282,0.095,0.076,0.541,0.522,0.275,13.397,0.21,0.01,0.395,0.828,0.127,0.816,0.03,0.394,0.735,0.004,0.014,0.967,1.518,4.579,5.827,6.099,0.013,0.011,0.076,0.478,0.149,0.151,0.092,0.143,0.008,0.118,0.144,0.291,246.13,258.152,0.953,3,0,42.74,0,3,14,3,0,17,0.0,2,2,1,2,0,2,2,2,5,0.521,4.694,0.533,61.826,3.268,0,0,0,0,Accepted,Rejected,Accepted,Accepted,3
CC1CCCCCCCCCCCC(=O)CC1,-5.276,4.353,5.63,0.12,0.001,0.003,0.993,0.997,-4.754,1.2708157555607611e-05,0.891,97.12272644042969%,1.295,1.538969874382019%,0.421,0.21,0.347,0.066,0.255,0.951,0.027,0.21,0.139,0.064,5.337,0.459,0.076,0.132,0.129,0.014,0.026,0.11,0.909,0.072,0.832,0.954,0.906,1.974,5.102,5.344,4.444,0.025,0.002,0.089,0.042,0.436,0.013,0.961,0.071,0.008,0.143,0.057,0.086,238.23,282.89,0.842,1,0,17.07,0,1,15,1,0,16,0.0,1,1,0,0,0,1,1,0,0,0.561,2.752,0.938,14.516,0.314,0,0,0,0,Accepted,Rejected,Rejected,Accepted,4
CC(=O)CC1OCCO1,0.253,-0.132,-0.301,0.0,0.011,0.003,0.19,0.104,-4.3,3.216392360627651e-05,0.627,11.712055206298828%,1.074,87.69526672363281%,0.02,0.578,0.037,0.826,0.006,0.092,0.004,0.188,0.005,0.285,6.797,0.858,0.093,0.345,0.049,0.455,0.02,0.018,0.608,0.094,0.943,0.996,0.017,0.107,1.404,2.148,2.235,0.004,0.004,0.018,0.016,0.115,0.005,0.004,0.031,0.008,0.01,0.005,0.007,130.06,127.51,1.02,3,0,35.53,2,1,5,3,0,6,0.333,0,2,0,0,0,2,1,1,0,0.54,2.866,0.833,7.727,0.402,0,0,0,0,Accepted,Accepted,Accepted,Rejected,1
CC1=CC(=O)OCC1,0.271,0.553,0.333,0.001,0.012,0.004,0.461,0.549,-4.328,3.7543843063758686e-05,0.995,43.092384338378906%,0.735,70.54890441894531%,0.898,0.689,0.803,0.769,0.295,0.696,0.066,0.424,0.049,0.269,5.526,0.884,0.019,0.073,0.043,0.029,0.071,0.341,0.936,0.453,0.965,0.992,0.261,0.536,2.235,3.827,3.785,0.207,0.39,0.044,0.115,0.231,0.157,0.115,0.24,0.142,0.448,0.007,0.708,112.05,116.083,0.965,2,0,26.3,0,1,6,2,0,7,0.0,0,0,1,0,0,2,3,1,1,0.435,2.821,0.5,7.222,2.446,2,0,0,0,Accepted,Accepted,Accepted,Rejected,3
CC(=O)N1CCCC1C(=O)O,-0.755,-0.932,-0.688,0.005,0.008,0.439,0.006,0.023,-5.703,0.0006845769821666,0.955,8.65062427520752%,0.284,84.8197250366211%,0.006,0.112,0.024,0.06,0.007,0.799,0.035,0.148,0.007,0.015,3.528,0.83,0.009,0.766,0.282,0.007,0.009,0.028,0.137,0.009,0.102,0.718,0.019,0.075,2.32,2.925,2.539,0.7,0.024,0.009,0.005,0.431,0.009,0.005,0.07,0.007,0.015,0.006,0.006,157.07,153.166,1.025,4,1,57.61,2,1,5,4,0,7,0.286,1,0,0,0,0,1,0,1,0,0.586,2.343,0.714,18.667,-0.28,0,0,0,0,Accepted,Accepted,Accepted,Rejected,2
CC=C(C)C(=O)OC1CCN2CC=C(COC(=O)C(O)(C(C)O)C(C)(C)O)C12,-1.624,1.057,1.37,0.003,0.014,0.69,0.824,0.98,-4.996,7.517969061154872e-05,0.435,28.9421443939209%,0.95,59.395591735839844%,0.024,0.079,0.041,0.69,0.019,0.126,0.042,0.175,0.048,0.383,3.496,0.68,0.011,0.081,0.349,0.132,0.708,0.685,0.044,0.965,0.003,0.008,0.94,0.297,1.716,3.277,2.584,0.022,0.012,0.012,0.015,0.091,0.012,0.007,0.152,0.017,0.013,0.056,0.8,397.21,399.346,0.995,8,3,116.53,9,2,8,8,0,12,0.75,4,0,0,0,0,3,3,2,2,0.319,4.582,0.7,45.882,2.235,1,0,0,0,Accepted,Accepted,Accepted,Accepted,4
CC(C=CC=C(C)C=CC12OC1(C)CC(O)CC2(C)C)=CC=CC=C(C)C=CC=C(C)C=CC12OC1(C)CC(O)CC2(C)C,-6.54,5.449,7.973,1.0,0.932,0.679,0.41,0.056,-5.144,1.928701203723904e-05,0.174,97.42922973632812%,2.8,2.9405357837677%,0.007,0.646,0.208,0.947,0.537,0.053,0.073,0.924,0.772,0.96,5.061,0.248,0.757,0.866,0.0,0.225,0.366,0.986,0.981,0.906,0.003,0.038,0.699,2.453,5.225,6.203,5.918,0.005,0.515,0.014,0.94,0.033,0.007,0.026,0.989,0.564,0.581,0.98,0.958,600.42,677.603,0.886,4,2,65.52,10,4,7,4,0,25,0.4,6,2,1,4,0,3,4,2,5,0.194,5.425,0.55,85.935,1.534,0,1,0,0,Rejected,Rejected,Rejected,Rejected,9
CC1(C)CCCC2(C)OC(=O)C=C12,-3.114,2.583,2.93,0.283,0.001,0.006,0.78,0.027,-4.602,2.761396171990782e-05,0.61,82.80230712890625%,1.662,31.24139976501465%,0.098,0.852,0.528,0.92,0.25,0.385,0.023,0.144,0.093,0.38,7.738,0.468,0.022,0.209,0.082,0.074,0.275,0.212,0.236,0.629,0.88,0.822,0.815,0.636,2.492,3.232,4.452,0.52,0.648,0.005,0.532,0.124,0.264,0.834,0.109,0.095,0.115,0.041,0.109,180.12,194.007,0.928,2,0,26.3,0,2,9,2,0,11,0.0,1,0,1,0,0,2,3,1,1,0.535,3.747,0.727,35.368,2.615,2,0,0,0,Accepted,Accepted,Accepted,Rejected,3
CC=CC1C(=O)CC(=O)C1C,-1.424,-0.318,1.57,0.0,0.005,0.007,0.003,0.003,-4.375,2.6166295356233604e-05,0.959,24.461450576782227%,0.811,71.50641632080078%,0.038,0.589,0.034,0.812,0.01,0.276,0.008,0.246,0.046,0.287,13.978,0.901,0.006,0.052,0.872,0.056,0.235,0.028,0.726,0.09,0.962,0.932,0.956,0.457,3.529,4.228,3.534,0.004,0.018,0.164,0.005,0.061,0.022,0.578,0.021,0.136,0.012,0.387,0.009,152.08,165.335,0.92,2,0,34.14,1,1,5,2,0,8,0.125,2,1,0,0,0,3,1,0,0,0.42,4.183,0.556,17.0,1.62,0,0,1,0,Accepted,Accepted,Accepted,Rejected,3
CC(=O)OC1(C)C(=O)C2OC(=O)C3(C)CCCC(C)(C23)C12CCC1(C=COC1)O2,-4.357,2.402,2.504,0.985,0.002,0.045,0.934,0.925,-5.179,1.9575967598939314e-05,0.758,71.0505142211914%,1.273,35.063602447509766%,0.006,0.978,0.103,0.807,0.103,0.022,0.01,0.062,0.882,0.932,8.561,0.202,0.015,0.147,0.676,0.092,0.996,0.852,0.023,0.976,0.003,0.022,0.839,0.571,2.623,3.264,4.799,0.003,0.874,0.067,0.883,0.099,0.338,0.843,0.27,0.966,0.732,0.868,0.992,404.18,397.272,1.017,7,0,88.13,2,5,11,7,0,27,0.074,7,2,0,0,0,2,4,1,2,0.62,6.178,0.773,128.333,3.399,1,0,0,0,Accepted,Accepted,Rejected,Accepted,10
CC12CCCC3(C)C1C(CC1(CO1)C3(O)CCc1ccoc1)OC2=O,-4.419,3.423,2.619,0.681,0.005,0.011,0.069,0.078,-5.026,2.900793333537877e-05,0.227,94.71894836425781%,1.678,2.836024045944214%,0.022,0.848,0.663,0.858,0.396,0.064,0.157,0.206,0.824,0.843,14.819,0.082,0.062,0.288,0.036,0.023,0.98,0.878,0.345,0.938,0.003,0.012,0.944,1.271,2.63,2.826,4.691,0.854,0.924,0.014,0.9,0.765,0.022,0.899,0.549,0.811,0.078,0.815,0.948,346.18,347.736,0.996,5,1,72.2,3,5,11,5,0,23,0.13,6,2,1,2,0,1,6,2,5,0.673,5.334,0.75,143.486,3.153,1,1,0,0,Accepted,Accepted,Accepted,Accepted,11
CC12CCCC3(C)C1C(CC(C)(O)C3(O)CCc1ccoc1)OC2=O,-4.015,3.072,2.628,0.874,0.001,0.053,0.104,0.055,-4.888,2.362625855312217e-05,0.407,93.85336303710938%,1.511,5.9150004386901855%,0.018,0.54,0.557,0.849,0.338,0.096,0.108,0.182,0.759,0.708,11.278,0.136,0.055,0.318,0.037,0.016,0.96,0.891,0.111,0.939,0.003,0.01,0.942,0.789,2.334,2.635,4.231,0.924,0.912,0.014,0.907,0.677,0.015,0.602,0.373,0.73,0.026,0.9,0.887,348.19,356.292,0.977,5,2,79.9,3,4,11,5,0,20,0.15,6,0,0,0,0,0,4,1,0,0.821,4.837,0.75,100.0,2.954,1,0,0,0,Accepted,Accepted,Accepted,Accepted,10
